	datetime-publish	author	section	award	word_count	accountability_index	logistical_record_index	anecdotal_data_index	quant_data_index	investigation_index	breaking_news_index
1166	1275192000.0	none	Focus	1	1136	3	2	327	52	0	4
1167	1036299600.0	Ashley Hassebroek Natalia Yefimova By: Staff TOM M	NEWS News BEHIND THE NEWS NEWS Living NEWS insiden	1	105074	51	7	54245	1086	1	3
1168	474786000.0	Wes Venteicher CHERYL JOHNSON; STAFF WRITER Staff 	News NEWS Metro & New Mexico Letters To The Editor	1	83440	229	61	36542	894	0	11
1169	1416632400.0	none	Local News	1	1017	0	0	0	4	0	0
1170	1472961600.0	LAURA REILEY	NATIONAL	1	2113	0	1	1087	14	0	0
1171	1260939600.0	Joe Hanel Herald staff writer Paul Crocetti; Daily	Local & Regional Acadiana Local News news ANDHRA P	1	87227	177	1	25881	953	0	10
1172	1456030800.0	Stephanie Innes Arizona Daily Star Stephanie Innes	Local Local Local Local Local	1	7928	13	0	0	39	0	0
1173	1393736400.0	Perla Trevizo and Carli Brosseau Arizona Daily Sta	News	1	2968	5	3	0	37	0	0
1174	1518670800.0	AARON GLANTZ AARON GLANTZ, EMMANUEL MARTINEZ and J	Business National News News, Domestic, Business Ne	1	11827	8	16	1441	353	0	0
1175	1448773200.0	MARTHA MENDOZA	Business	1	877	9	0	0	5	0	0
1176	576129600.0	FROM WIRE DISPATCHES AND STAFF REPORTS David R. Ba	METRO Metro News Business Local A Business Busines	1	107501	32	6	56204	1805	0	1
1177	1365912000.0	none	MAIN NEWS	1	2511	11	0	477	31	0	0
1178	1340856000.0	Elizabeth McGowan and Lisa Song, InsideClimate New	News	1	4495	1	1	2966	40	0	0
1179	1379476800.0	Patrick Winn Patrick Winn	Vietnam Regions	1	1398	0	0	0	10	0	0
1180	1428033600.0	Staff Writer Staff Writer	Business Business	1	2164	19	0	236	11	0	0
1181	1100494800.0	Connie Schultz	Arts & Life	1	616	0	0	0	5	0	0
1182	1366171200.0	Staff Writer Staff Writer	News Devices	1	578	0	0	32	0	0	2
1183	1543381200.0	none	local	1	4645	21	8	2048	43	0	6
1184	1563163200.0	Urbina, Ian	PRINT / Nonfiction / Adult	1	33	0	0	0	0	0	0
1185	1331355600.0	Mark Di Ionno	News	1	734	0	0	220	1	0	0
1186	1402804800.0	Paul Giblin, The Arizona Republic	none	1	1335	3	0	555	45	0	0
1187	1340769600.0	Elizabeth McGowan and Lisa Song, InsideClimate New	News	1	3842	5	0	2235	49	0	0
1188	1491969600.0	JOHN RASH; STAFF WRITER Staff Writer Kellen Browni	NEWS Opinion NEWS METRO News Celebrate The Class O	1	192484	588	19	86241	1543	0	292
1189	1466395200.0	none	Local	1	896	0	0	0	4	0	0
1190	1435550400.0	HILTON ALS	The Theatre	1	1522	1	0	0	3	0	0
1191	1561953600.0	Staff Writer	News	1	1094	2	0	45	25	0	0
1192	1500868800.0	none	News	1	2691	3	1	0	13	0	1
1193	499323600.0	CRYSTAL STREUBER Priti Yelaga, Record staff MAURA 	LOCAL-B News local news Local LOCAL B Lifestyle LO	1	19284	8	4	10173	127	0	12
1194	1468123200.0	none	NEWS NEWS NEWS NEWS NEWS NEWS NEWS NEWS NEWS Front	1	39437	387	28	20258	254	0	1
1195	1397188800.0	none	none	1	1267	6	0	0	8	0	0
1196	1355547600.0	none	CTNOW	1	1002	0	0	671	9	0	0
1197	1064808000.0	none	Metro & State	1	570	1	0	0	0	0	0
1198	786603600.0	Staff Reports BOB MELLO MYRON P. MEDCALF MARK STEW	SPORTS SPORTS SPORTS Local News NEWS SPORTS EAST Z	1	9679	0	0	1283	432	0	0
1199	1383105600.0	Brooke Baldwin, John Sutter, Ivan Watson, Danny Ce	News; Domestic News; Domestic	1	7608	4	0	46	60	0	0
1200	1340942400.0	Elizabeth McGowan and Lisa Song, InsideClimate New	News	1	2869	6	0	745	34	0	0
1201	1236315600.0	none	News	1	1045	0	13	94	8	0	0
1202	1526443200.0	KATHLEEN MCGRORY; NEIL BEDI	NATIONAL	1	875	1	4	127	4	0	0
1203	1367985600.0	none	NEWS	1	1322	6	0	255	5	0	0
1204	1387083600.0	none	Supplement A	1	5390	11	4	672	21	0	0
1205	1064116800.0	Denis Maternovsky Lyuba Pronina Caroline McGregor 	BUSINESS BUSINESS BUSINESS Big Country/Texas Busin	1	97409	83	1	26421	1137	0	7
1206	1395547200.0	Challen Stephens  z  cstephens@al.com Challen Step	Local News Local News Local News	1	2119	10	0	0	10	0	6
1207	1125547200.0	none	NATIONAL WEB EDITION	1	560	0	0	70	6	0	0
1208	1347768000.0	BRAD SCHRADE; STAFF WRITER	NEWS	1	1655	5	3	228	12	0	0
1209	408085200.0	MARK EDGAR P.J. Garcia Paul Goodsell DAVE McCARTHY	City/State BNW BNW BRWD N BNW BRWD N HOME & DESIGN	1	166506	123	16	77656	1502	0	131
1210	1530158400.0	Staff Writer Staff Writer Staff News-Sentinel Staf	Opinion Cnhi Network US News Nation World Cnhi Net	1	17264	26	6	2505	114	0	6
1211	1139461200.0	Daily Star Staff Anastasiya Lebedev Daily Star Sta	none	1	107220	51	6	44561	1175	0	2
1212	1259643600.0	Nick Perry, Maureen O'Hagan, Jonathan Martin and K	News	1	1625	3	5	182	10	0	0
1213	439362000.0	Norwalk Reflector Staff MELANIE MARKLEY Staff writ	News B SPORTS 1A SECTION Taiwan News STATE NEWS TA	1	101056	76	4	56487	1307	0	0
1214	1378267200.0	Howard LaFranchi From staff and wire reports Kit G	FRONT PAGE Sports USA Sports NewswireNewswire Worl	1	194837	185	11	125199	1455	0	9
1215	1066622400.0	none	none	1	3722	34	11	2538	41	0	1
1216	986270400.0	Norwalk Reflector Staff PIMENTEL Norwalk Reflector	News A News Editorial News Technology	1	4670	4	0	3422	83	0	0
1217	889765200.0	Roseann Moring / World-Herald staff writer Staff W	News Simplemost Opinion Business Sportsextra News 	1	86726	43	9	25902	928	0	95
1218	1347595200.0	Staff reports American News Staff Reporter ANDREW 	Living Lifestyle News SPORTS Sports C Sports MAINN	1	91967	48	10	35970	1028	0	11
1219	1551934800.0	Jay Root	Texas	1	4852	0	1	610	34	0	0
1220	652075200.0	ROBERT CORRIEA Norwalk Reflector Staff ADVANCE STA	NEWS News Metro LOCAL Arts LEISURE FRONT Obituary 	1	99017	52	4	39762	1169	0	17
1221	1429416000.0	none	Local	1	1425	1	0	0	25	0	0
1222	1340856000.0	none	NATIONAL	1	1006	1	1	92	7	0	0
1223	1343275200.0	Elizabeth McGowan and Lisa Song, InsideClimate New	News	1	2188	4	1	411	12	0	0
1224	1340510400.0	none	Front Page	1	4579	2	0	343	20	0	0
1225	1424667600.0	EMILY NUSSBAUM	On Television	1	3573	0	0	0	4	0	0
1226	774504000.0	BUSTER OLNEY Alexandra Mester Vytas Mazeika / Dail	NEWS LOCAL SPORTS SPORTS Local Sports - Local News	1	73536	36	7	27422	763	0	73
1227	1293512400.0	none	News	1	2129	3	0	0	18	0	0
1228	1259730000.0	Mike Carter Mike Carter	News News	1	1800	2	0	941	12	0	0
1229	1338350400.0	BRAD SCHRADE; JEREMY OLSON; STAFF WRITERS	NEWS	1	1404	3	14	194	9	0	0
1230	698130000.0	ANDREA D. GREENE FROM WIRE DISPATCHES AND STAFF RE	News LOCAL STORIES LOCAL A C B C NEWS METRO LOCAL 	1	8225	7	3	5504	146	0	0
1231	481870800.0	Staff Writer Staff Writer Spectator staff SCOTT, J	News News Business LIVING FOREIGN NEWS Letters To 	1	102998	162	10	43045	1052	0	48
1232	1476936000.0	Michael J. Mishak	Politics	1	124	0	1	35	0	0	0
1233	1399262400.0	none	Newswire	1	1474	2	0	0	35	0	0
1234	924753600.0	none	1A SECTION	1	942	0	0	623	2	0	1
1235	515995200.0	Evan Woodbery Staff Writer TODD WILLS Carole Mcwil	none	1	109011	56	22	53464	1145	0	7
1236	1047445200.0	By JENNIFER V. HUGHES, STAFF WRITER Melody Chen St	LOCAL Metro/Region VOLUSIA Local News News Mailbag	1	94430	191	38	44136	822	0	9
1237	401428800.0	DOLMAN, JOE FROM WIRE DISPATCHES AND STAFF REPORTS	EDITORIAL LOCAL LOCAL & STATE FRONT A Local A NEWS	1	118032	74	13	62775	1584	0	32
1238	1242964800.0	RAQUEL RUTLEDGE	A News	1	1175	14	3	232	13	0	0
1239	1205294400.0	FRANK TREJO Rick O'Brien LORRI HELFAND Jason Misne	CommNews LOCAL NEWS METRO sports_hs LARGO TIMES Ne	1	87346	31	6	44198	1364	0	9
1240	790405200.0	Staff reports Ko Shu-ling Staff writer, with CNA D	NEWS features Taiwan News Taiwan News Local News F	1	73155	26	2	21846	1014	0	23
1241	519364800.0	Staff Writer JOE CHRISTENSEN; STAFF WRITER MATT PI	Uncategorized LOCAL & STATE LOCAL 1 SPORTS B Local	1	23671	34	12	1847	377	0	4
1242	538462800.0	Staff Writer Todd Cooper 6 Kimberly Flanders Luke 	Editorial News A Editorial Section C LOCAL my_town	1	103260	222	14	48458	924	0	5
1243	1544590800.0	KATHLEEN MCGRORY; NEIL BEDI	A_DESK	1	875	4	0	0	5	0	0
1244	484113600.0	RHODA A. PICKETT	PREVIEW News News News BUSINESS B NEWS	1	5193	0	0	579	87	0	3
1245	522648000.0	PAUL WALSH; HERON MARQUEZ ESTRADA; STAFF WRITERS S	NEWS NEWS News Local Community SPORTS News Opinion	1	99664	58	6	53939	1067	0	9
1246	1544331600.0	KATHLEEN MCGRORY; NEIL BEDI	A_DESK	1	1852	12	3	0	8	0	0
1247	1320292800.0	RICHARD DANIELSON C. EUGENE EMERY JR. News staff C	LOCAL projoRhodeIsland breaking_news projoRhodeIsl	1	103774	91	12	57695	2636	0	0
1248	606027600.0	Pete Slover Kathy Jackson NEIL KING Jr. Kathie L. 	NEWS NEWS NORTHWEST PLUS NEWS LOCAL NEWS MECKLENBU	1	89916	14	10	48288	872	0	0
1249	1340683200.0	Elizabeth McGowan and Lisa Song, InsideClimate New	News	1	4312	4	1	384	52	0	0
1250	1383278400.0	Chris Hamby	Environment	1	511	1	0	0	3	0	0
1251	1269144000.0	KRIS HUNDLEY; JOHN MARTIN JEFF TESTERMAN; JOHN MAR	NATIONAL NATIONAL	1	7357	11	17	3407	77	0	1
1252	1351483200.0	Marion Callahan ANDREW GROSS JUSTIN STRAWSER Lesli	00redesign News Sports A Oxford Hills NEWS Feature	1	108576	75	23	56465	1215	0	16
1253	1448773200.0	MARTHA MENDOZA	Business	1	877	9	0	0	5	0	0
1254	1397102400.0	Eagle Staff Report Global Security Newswire Staff 	News News Entertainment World Asection News News N	1	86216	97	1	47717	748	0	7
1255	1250568000.0	Donna Rolando KRIS SHERMAN DAVID DeBOLT Journal St	CommNews A MAIN CommNews CommNews News sports Spor	1	80160	54	12	44807	1311	0	6
1256	1411876800.0	none	LOCAL	1	5873	26	6	3394	43	0	0
1257	1387083600.0	none	Supplement A	1	5390	11	4	672	21	0	0
1258	1355720400.0	Eugene Paik Staff Writer	News News MAIN	1	5472	1	2	2850	19	0	0
1259	1139374800.0	none	Editorial	1	777	1	2	83	3	0	0
1260	1379390400.0	none	Local	1	397	1	1	20	3	0	1
1261	1416459600.0	Gene Schinzel Staff Writer Metro Metro Staff Write	Sports Nation World NEWS News News National Editor	1	80863	66	0	17351	957	0	12
1262	1396324800.0	Osnos, Evan Osnos, Evan	PRINTNonfictionAdult PRINT / Nonfiction / Adult	1	368	0	0	11	2	0	0
1263	939873600.0	Staff reports JOHN HILL Staff reports Staff Writer	News features projoRhodeIsland Region features Reg	1	87478	48	6	40886	1102	0	3
1264	1344052800.0	Sports Staff Staff writer, the CNA Staff Reporter 	Cricket Taiwan News TAMIL NADU Bangladesh Business	1	67023	36	8	34647	855	0	4
1265	1319083200.0	none	LOCAL	1	1294	2	1	196	2	0	0
1266	1408852800.0	none	A Section	1	3687	2	4	0	50	0	0
1267	1513227600.0	T. Christian Miller, ProPublica and Kiah Collier a	News	1	9888	6	1	5123	65	0	0
1268	1331956800.0	none	A: Main	1	1251	1	0	93	7	0	0
1269	1509854400.0	John Archibald jarchibald@al.com John Archibald ja	News News News	1	1713	0	0	0	18	0	0
1270	1431662400.0	Karen Chen Lise Olsen and Susan Carroll	B A	1	1704	7	2	371	7	0	0
1271	1087790400.0	Alissa Skelton;Paul Hammel Matt Wynn Matt Wynn;Tod	News News News News News News News News News News,	1	16766	48	23	69	127	0	2
1272	1287892800.0	none	A	1	2744	13	0	271	59	0	0
1273	938577600.0	Alan Gathright Staff Writer Staff Writer Press Dem	BAY AREA Today News News News Today News Metro New	1	25554	24	10	7524	391	0	7
1274	845179200.0	Robert E. Misseck TODD HANSEN Ana M. Alaya LARRY H	COMMUNITY CLOSE-UP LOCAL NEWS UNION SS Prep Basket	1	93033	16	7	46850	1264	0	1
1275	1515906000.0	Caitlin Flanagan	News	1	1282	1	0	84	0	0	0
1276	1537156800.0	Caitlin Flanagan	News	1	1253	1	0	584	5	0	1
1277	1527825600.0	Caitlin Flanagan	News	1	1665	5	0	218	1	0	0
1278	1269835200.0	none	News	1	526	0	0	55	5	0	0
1279	1350792000.0	none	Metro	1	2662	3	6	860	9	0	0
1280	1066622400.0	none	Metro & State	1	630	1	0	0	0	0	0
1281	726382800.0	Sheila Tefft, Staff writer of The Christian Scienc	BUSINESS LOCAL NEWS ECONOMY NEWS Weekend BUSINESS 	1	99009	29	1	53135	944	0	3
1282	1176609600.0	none	International and UN	1	3402	8	0	667	14	0	0
1283	809064000.0	Laurie Blake; Staff Writer	NEWS	1	939	0	0	333	18	0	0
1284	1153713600.0	none	Front	1	32	0	0	0	0	0	0
1285	1449205200.0	Suzanne hurt staff writer richard k. d e atley sta	News News News News News PENews News News News New	1	39624	86	27	630	505	0	226
1286	1315108800.0	none	News	1	3244	7	12	0	26	0	0
1287	1033876800.0	Clifford J. Levy, New York Times News Service	none	1	475	4	0	0	2	0	0
1288	432619200.0	Staff Writer BY ERIN L. NISSLEY STAFF WRITER Staff	Local Pitts Local News LOCAL NEWS PHILADELPHIA & T	1	176271	477	88	69905	1481	1	41
1289	505717200.0	Kendall Anderson ANNE COOK Andy Alford, American-S	NEWS BRWD N LOCAL SPORTS News C SPORTS FEATURES - 	1	193112	65	21	69677	3700	0	2
1290	1420952400.0	Eric Dexheimer and Andrea Ball	MAIN	1	2470	57	3	173	54	0	0
1291	1228971600.0	ALLISON ROORDA Chris Bergeron/DAILY NEWS STAFF Chr	Sports arts Breaking News Archive MIDLAND POLITICS	1	102860	41	3	61595	912	0	8
1292	1376625600.0	Staff Writer Alexis Krell James Barragan David M. 	Health Asection News METRO A Political CommNews Ne	1	80880	44	23	43871	1258	0	7
1293	593150400.0	BRANDON STAHL; STAFF WRITER Staff Writer SEATTLEPI	NEWS A Home And Garden Local Local & State A A Opi	1	47167	322	70	21842	510	0	1
1294	1481432400.0	Josh Salman Josh Salman and Emily Le Coz, GateHous	News News A	1	10689	12	12	3925	275	0	0
1295	1429416000.0	Alejandra Molina STAFF writer	Local	1	1168	2	0	164	9	0	0
1296	1066708800.0	none	none	1	389	3	2	30	4	0	0
1297	736142400.0	JANE CHANG Steve Alexander; Staff Writer GEORGE E.	LOCAL STORIES BUSINESS PENINSULA NEWS BUSINESS NEW	1	104472	39	1	43551	951	0	6
1298	1014613200.0	Andrea Peacock Rick Kupchuk Sheila Stogsdill For t	News News A Homepagelatest News Opinion News Crime	1	81626	69	8	39329	667	0	4
1299	1475985600.0	Trudy Rubin	CURRENTS CURRENTS	1	996	0	0	111	4	0	1
1300	1545368400.0	Caitlin Flanagan	News	1	1320	0	0	827	1	0	0
1301	1203138000.0	ROBERT FARLEY	NATIONAL	1	1233	2	0	389	6	0	0
1302	1442894400.0	Lisa Song, Neela Banerjee, David Hasemyer	News	1	2528	5	0	633	45	0	0
1303	1303012800.0	none	Asection News Asection News Asection News Asection	1	7689	8	18	582	79	0	0
1304	1335153600.0	none	Asection News	1	3048	2	0	270	91	0	0
1305	1331524800.0	ALBERTO ARCE MARTHA MENDOZA and ALBERTO ARCE ALBER	Internacional Internacional Internacional Internac	1	205575	216	3	131086	2771	0	0
1306	1379822400.0	none	News News	1	4964	6	8	835	40	0	0
1307	777787200.0	BRIAN SEALS Staff Writer Staff Writer NANCY H. GON	CITY/STATE LOCAL News NEIGHBORS Local News News LO	1	106032	113	30	57551	1136	0	12
1308	316846800.0	KINDRED, DAVE O'BRIANT, DON Steve LaRue DOUG UNDER	SPORTS ARTS & ENTERTAINMENT NEWS LIFESTYLE Metro S	1	278927	535	42	113023	2558	0	196
1309	583646400.0	CARY SPIVAK and BEN POSTON JENNIFER D. JORDAN ROMA	NEWS News A News News News News LOCAL A News BUSIN	1	37539	61	107	28172	279	0	2
1310	1074488400.0	Connie Schultz	Arts & Life	1	745	0	0	0	6	0	0
1311	1553227200.0	none	News News News News News	1	7694	33	16	5822	47	0	0
1312	1367812800.0	none	NEWS	1	3213	7	0	1722	26	0	0
1313	1128225600.0	Rohan Preston	ENTERTAINMENT	1	689	1	0	35	2	0	0
1314	1284868800.0	Frank Main	News	1	854	2	0	124	3	0	0
1315	1259038800.0	Nathan Crabbe Quad-City Times Staff Staff Reporter	Metro News Zones Local News News - Local Jewish Jo	1	87257	25	17	48668	1106	0	2
1316	1459828800.0	Staff Writer Will Fitzgibbon Christina Beck Specta	News News USA International Film Business Opinion 	1	43667	134	48	25387	326	0	5
1317	1306987200.0	JOHN DIEDRICH, jdiedrich@journalsentinel.com JOHN 	B News A News A News A News A News	1	6523	18	31	426	32	0	2
1318	1356843600.0	none	News	1	1774	11	9	178	59	0	0
1319	501570000.0	STAFF Staff Writer TUCKER, CYNTHIA Staff Writer AN	Opinion FEATURES A EDITORIAL Opinion EDITORIAL Arc	1	111928	190	10	49121	1285	0	1
1320	1468123200.0	none	NEWS	1	3547	19	5	859	14	0	0
1321	1145937600.0	Staff Correspondent Staff Reporter  ERIN L. NISSLE	LOCAL NEWS LOCAL & STATE NEWS News: The Bolton New	1	92520	173	47	45307	675	0	1
1322	1147492800.0	none	NEWS	1	732	0	3	0	11	0	0
1323	1299387600.0	RAQUEL RUTLEDGE, rrutledge@journalsentinel.com KEV	A News A News A News A News A News A News A News A	1	29350	64	7	15694	282	0	0
1324	980830800.0	Ron C. Judd RICH CHERE Will Englund Ron C. Judd MI	Sports TELEGRAPH News SPORTS TELEGRAPH SPORTS WORL	1	194099	133	11	92121	1844	0	13
1325	400737600.0	SHERYL STOLBERG Kathie L. Taylor ROBERT KRAMER DON	NEWS NEWS NEWS News LOCAL Arts MECKLENBURG NEIGHBO	1	145416	51	12	62060	1482	0	46
1326	1466222400.0	Mary Shanklin	A Section	1	709	0	1	95	7	0	0
1327	939960000.0	DONITA NAYLOR Manasee Wagh Matthew Kadosh Amy Kupe	Region News hurricane-irene News News projoRhodeIs	1	175077	50	2	80665	2388	0	2
1328	1521172800.0	none	miami dade	1	1494	2	0	876	5	0	0
1329	1351396800.0	Priyanka Dayal McCluskey Daily News staff PHILIP M	News NEWS Rob Samouce News News Rob Samouce B News	1	42056	23	9	19131	602	0	3
1330	1406174400.0	Lisa Falkenberg	B	1	1122	0	0	261	5	0	0
1331	1354424400.0	ALEXANDRA ZAYAS	NATIONAL	1	1547	15	0	472	11	0	0
1332	1446350400.0	LEONORA LAPETER ANTON; MICHAEL BRAGA; ANTHONY CORM	NATIONAL NATIONAL FLORIDIAN A NATIONAL NATIONAL NA	1	36005	88	61	26676	352	0	0
1333	1337313600.0	Mark Di Ionno	News	1	1074	1	0	121	6	0	0
1334	938577600.0	SANG-HUN CHOE	none	1	589	0	0	267	0	0	1
1335	513493200.0	Staff Reporter, FRANK MORTIMER SUN CHRONICLE STAFF	LOCAL TAMIL NADU News CITY & REGION LOCAL Today Co	1	131848	279	54	72096	1024	0	3
1336	1088654400.0	Connie Schultz	Arts & Life	1	591	0	0	0	2	0	0
1337	1372651200.0	Rayman, Graham A.	PRINT / Nonfiction / Adult	1	15	0	0	0	0	0	0
1338	1493092800.0	Shoshana Walter	Inequality	1	255	4	0	88	0	0	0
1339	1446958800.0	Rene Stutzman, Staff Writer Rene Stutzman, Charles	A Section A Section A Section A Section A Section 	1	9859	28	18	7061	206	0	9
1340	1428552000.0	Martha Mendoza and Justin Pritchard MARTHA MENDOZA	News - National News National News News News Natio	1	24382	82	19	1740	475	0	4
1341	1335240000.0	none	Asection News	1	2694	2	0	331	20	0	0
1342	1351396800.0	Priyanka Dayal McCluskey Daily News staff PHILIP M	News NEWS Rob Samouce News News Rob Samouce B News	1	42056	23	9	19131	602	0	3
1343	1092369600.0	ROBIN GABY FISHER AND SUSAN LIVIO	NEWS	1	540	0	0	198	1	0	0
1344	1492315200.0	John Archibald jarchibald@al.com	News	1	4037	15	1	0	15	0	0
1345	1482296400.0	LAURA REILEY	TASTE	1	1030	0	0	72	8	0	0
1346	1400385600.0	Fred Clasen-Kelly Ames Alexander and Gavin Off Gav	Asection News Asection News Asection News Asection	1	36957	241	32	5845	599	1	0
1347	1125547200.0	none	NATIONAL WEB EDITION	1	560	0	0	70	6	0	0
1348	1380081600.0	Anderson Cooper, Drew Griffin, Dana Bash, Newt Gin	News; Domestic News; International	1	16014	57	4	7171	73	0	16
1349	1164517200.0	BRETT J. BLACKLEDGE News staff writer	NEWS	1	1826	16	6	0	5	0	0
1350	1463112000.0	REBECCA R. RUIZ  and MICHAEL SCHWIRTZ The New York	News Main News SPORTS News	1	4035	1	0	270	27	0	0
1351	946357200.0	SANG-HUN CHOE	none	1	450	0	1	96	4	0	1
1352	1161835200.0	BRETT J. BLACKLEDGE News staff writer	NEWS	1	2882	0	16	0	23	0	0
1353	956462400.0	CAROL ANN CALVELLO and TOM FLANNAGAN	Inside Out	1	734	0	0	126	7	0	0
1354	1001736000.0	Rajiv Chandrasekaran Rajiv Chandrasekaran Joshua P	Front Viewpoint FOREIGN Front Main Front News Fron	1	91033	130	2	21440	600	0	29
1355	1217908800.0	SETH STERN; ROBERT FARLEY ROBERT FARLEY BILL VARIA	NATIONAL NATIONAL TAMPA BAY NATIONAL TAMPA BAY NAT	1	78948	41	22	27483	1500	0	7
1356	1458705600.0	none	EDITORIAL	1	968	0	0	375	9	0	0
1357	1056686400.0	none	Local	1	625	0	0	0	3	0	0
1358	1287374400.0	Ken Armstrong and Jonathan Martin Jonathan Martin 	News News News News	1	12377	10	0	2210	86	0	2
1359	1468209600.0	SIMON DENYER EMILY RAUHALA	News News	1	1450	1	0	0	16	0	0
1360	1410840000.0	EMILY MIBACH Valarie Honeycutt Spears Rob Carson S	RI News News News Local News News News Local Today	1	82939	180	56	33421	666	0	23
1361	1383627600.0	Chris Hamby	Environment	1	627	5	0	5	7	0	0
1362	358401600.0	Peter Ford Staff Reporter Ann Scott Tyson, Staff w	World news World sports Pg. 1 World 360 THE WORLD	1	10124	5	0	364	85	0	0
1363	1371960000.0	LES ZAITZ	Local News	1	2223	5	1	146	10	0	2
1364	1352437200.0	Patrick J. McDonnell and Rima Marrouch, Los Angele	Nation / World News News News News	1	4533	2	0	767	13	0	1
1365	1394942400.0	none	none	1	31324	271	19	19718	254	0	1
1366	876024000.0	E. EDUARDO CASTILLO KATHERINE CORCORAN JAVIER QUIN	NEWS01 International International World Internati	1	107301	165	7	11930	1154	0	55
1367	848898000.0	Jeff Strickler; Staff Writer ROBIN EISNER GEORGE W	Newcomers FINANCIAL FREETIME TELEGRAPH TODAY Flair	1	192366	62	10	96898	2156	0	61
1368	1418533200.0	Terrie Morgan-Besecker	Local	1	508	3	0	0	8	0	0
1369	1301630400.0	none	LOCAL	1	2916	2	1	684	42	0	0
1370	1173844800.0	none	Financial	1	1074	9	0	32	12	0	0
1371	1384059600.0	Jill Riepenhoff, Mark Ferenchik  and Mike Wagner	News	1	2950	8	6	273	37	0	0
1372	1383019200.0	Chris Hamby Chris Hamby Chris Hamby	Environment Environment Environment	1	23608	127	7	24	244	0	0
1373	1370491200.0	Jason McLure	Politics	1	2681	1	1	1721	20	0	0
1374	708926400.0	MINTER, RICK GESHWILER, JOE James Johnson BILL MIN	EXTRA EDITORIAL LOCAL BUSINESS Business BUSINESS S	1	98934	37	3	59748	1122	0	3
1375	1250568000.0	Donna Rolando KRIS SHERMAN DAVID DeBOLT Journal St	CommNews A MAIN CommNews CommNews News sports Spor	1	80160	54	12	44807	1311	0	6
1376	1351742400.0	Mark Di Ionno	New Jersey	1	656	0	0	362	3	0	0
1377	1259643600.0	Jim Brunner and Susan Kelleher	News	1	1244	1	5	340	16	0	0
1378	1534651200.0	Susan Ferriss	Immigration	1	477	1	0	63	4	0	0
1379	992577600.0	Elizabeth Wolfe Torrey Clark Margaret Coker, Ameri	BEHIND THE NEWS BUSINESS BUSINESS METRO News BEHIN	1	108026	54	4	46958	1087	0	4
1380	1351742400.0	Mark Di Ionno	New Jersey	1	656	0	0	362	3	0	0
1381	864792000.0	RUSSELL GARLAND BOB RAIMONTO Staff Writer Suna Cha	BUSINESS TUESDAY BEHIND THE NEWS NEWS (NATIONAL AN	1	194611	130	1	84077	2113	0	2
1382	1270094400.0	Justine Sharrock	none	1	5982	3	0	1246	26	0	1
1383	1092369600.0	ROBERT SCHWANEBERG	NEWS	1	934	1	0	108	5	0	0
1384	1092369600.0	JOE RYAN AND RUDY LARINI	NEWS	1	801	1	0	284	1	0	0
1385	845179200.0	Robert E. Misseck TODD HANSEN Ana M. Alaya LARRY H	COMMUNITY CLOSE-UP LOCAL NEWS UNION SS Prep Basket	1	93033	16	7	46850	1264	0	1
1386	1335326400.0	none	Asection News Asection News	1	3712	0	2	376	65	0	0
1387	1374984000.0	none	A A	1	7164	15	12	653	89	0	0
1388	1422248400.0	ALASTAIR WANKLYN By CHRISTY ARMSTRONG  Banner Staf	News News International and UN World news Opinion 	1	192522	331	15	104616	1312	0	74
1389	736142400.0	JANE CHANG Steve Alexander; Staff Writer GEORGE E.	LOCAL STORIES BUSINESS PENINSULA NEWS BUSINESS NEW	1	104472	39	1	43551	951	0	6
1390	1159156800.0	BRETT J. BLACKLEDGE News staff writer	NEWS	1	1840	4	4	0	5	0	0
1391	1264914000.0	Michael J. Berens Michael J. Berens Michael J. Ber	News News News News News News News News News News 	1	25355	183	42	13458	174	0	0
1392	374734800.0	CHARLES BOISSEAU ASHKINAZE, CAROLE KADY McMASTER R	NEWS LIVING OSCEOLA SENTINEL BUSINESS EDITORIAL ZO	1	157486	115	11	90337	1968	0	9
1393	986270400.0	Norwalk Reflector Staff PIMENTEL Norwalk Reflector	News A News Editorial News Technology	1	4670	4	0	3422	83	0	0
1394	1349409600.0	*  Jessica Bliss, The Tennessean Tom Wilemon, Nico	Health & fitness State	1	253	0	0	0	6	0	0
1395	1456030800.0	Stephanie Innes Arizona Daily Star Stephanie Innes	Local Local Local Local Local	1	7928	13	0	0	39	0	0
1396	1444363200.0	G.W. Schulz	Criminal Justice	1	5672	11	8	953	40	0	10
1397	1371960000.0	LES ZAITZ	Local News	1	2223	5	1	146	10	0	2
1398	1487048400.0	Edgar Walters, Neena Satija and Morgan Smith	State Government	1	3183	15	0	1902	18	0	0
1399	828421200.0	CHRIS POON Brian Swartz Advertising Staff Editor D	NEWS FRONT Sports Crime News BUSINESS SPORTS HOMEF	1	104959	43	7	62319	1119	0	11
1400	1334894400.0	Gig Harbor Life staff report Abigail Curtis BRITTA	Gig Harbor Top Stories Local News SPORTS SPORTS Sp	1	97453	18	6	38769	1194	0	18
1401	1498190400.0	Greg Miller, , Ellen Nakashima and Adam Entous	All News	1	6772	6	1	940	30	0	17
1402	1214712000.0	TOM KERTSCHER, tkertscher@journalsentinel.com TOM 	A News A News NATIONAL NATIONAL Metro News Metro N	1	292686	364	66	166430	5144	0	36
1403	1271649600.0	none	A	1	1305	6	0	168	10	0	0
